¼ø¹ø,±¸ºÐ,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,22-Oct,22-Nov,22-Dec,22-Jan,22-Feb,22-Mar
114,È²Á¶·ÕÀÌ,33,47,52,37,28,25,0,0,0,0,0,0,16,31,88,51,21,46,0,0,0,0,0,0,43,49,71,58,29,45,0,0,0,0,0,0,35,58,63,47,39,45,0,0,0,0,0,0,49,69,57,45,51,59
115,ºñµÑ±âÁ¶·ÕÀÌ,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,¼èÈ²Á¶·ÕÀÌ,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,1,4,4,2,0,0,0,0,0,0,0,0,0,3,1,1,3,1
117,»õÈ£¸®±â,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
118,Çî´Ù¼Õ¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Èò¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,¸Å,2,1,2,1,0,1,0,0,0,0,0,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,2,2,6,9,1,0,0,0,0,0,0,0,2,10,1,5,0,1
121,¹°¼ö¸®,16,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,6,2,0,0,0,0
122,°ËÀº´ó±â¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,°ËÀº¾î±ú¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,¹ú¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,¼Ö°³,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Èò²¿¸®¼ö¸®,1,13,88,74,97,22,0,0,0,0,0,0,0,12,70,67,55,22,0,0,0,0,0,0,1,6,48,65,51,27,0,0,0,0,0,0,0,14,53,97,52,11,0,0,0,0,0,0,2,7,42,101,86,15
127,Âü¼ö¸®,0,0,5,6,3,0,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,3,1,2,0
128,¼ö¿°¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,°í»ê´ë¸Ó¸®¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,µ¶¼ö¸®,0,108,188,264,450,140,0,0,0,0,0,0,0,16,222,158,97,43,0,0,0,0,0,0,1,0,42,146,287,44,0,0,0,0,0,0,0,9,28,170,221,197,0,0,0,0,0,0,0,9,19,198,172,95
131,°ü¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,°³±¸¸®¸Å,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,Àíºû°³±¸¸®¸Å,0,9,9,7,7,4,0,0,0,0,0,0,0,2,7,6,3,1,0,0,0,0,0,0,2,1,16,12,4,8,0,0,0,0,0,0,0,9,7,14,13,5,0,0,0,0,0,0,2,11,8,14,13,12
134,¾Ë¶ô°³±¸¸®¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,ºÓÀº¹è»õ¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,Á¶·ÕÀÌ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
137,ÀÛÀº»õ¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,»õ¸Å,2,10,4,5,4,3,0,0,0,0,0,0,3,3,6,5,1,6,0,0,0,0,0,0,5,5,3,5,0,3,0,0,0,0,0,0,0,7,8,4,1,1,0,0,0,0,0,0,6,9,9,8,7,8
139,Âü¸Å,0,4,4,7,3,1,0,0,0,0,0,0,3,2,7,7,5,2,0,0,0,0,0,0,2,6,5,9,2,0,0,0,0,0,0,0,3,8,9,11,2,4,0,0,0,0,0,0,4,8,6,9,4,3
140,¿Õ»õ¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,¸»¶Ë°¡¸®,8,53,103,86,95,48,0,0,0,0,0,0,19,37,94,100,68,35,0,0,0,0,0,0,30,58,122,167,68,58,0,0,0,0,0,0,20,55,89,101,86,40,0,0,0,0,0,0,27,70,61,136,105,74
142,Å«¸»¶Ë°¡¸®,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,8,9,3,0,0,0,0,0,0,0,0,0,1,1,0
143,ÅÐ¹ß¸»¶Ë°¡¸®,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0
144,Ç×¶ó¸Ó¸®°Ëµ¶¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,ÃÊ¿ø¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,ÈòÁ×Áö¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
147,°Ëµ¶¼ö¸®,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,Èò¹èÁÙ¹«´Ì¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,ÈòÁ¡¾î±ú¼ö¸®,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,»Ô¸Å,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,´À½Ã,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,¾Ë¶ô¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Èò´«½ç¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
154,Èò¹è¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,¼è¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,¼è¶äºÎ±â»çÃÌ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,ÇÑ±¹¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,¶äºÎ±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,¼è¹°´ß,14,0,938,2,0,1,0,0,0,0,0,0,10,6,1,0,1,2,0,0,0,0,0,0,17,2,2,6,6,1,0,0,0,0,0,0,14,5,4,2,17,2,0,0,0,0,0,0,33,14,7,18,10,9
160,¹°´ß,12249,5989,3372,3358,2626,2522,0,0,0,0,0,0,"18,185","17,411","5,331","2,179","1,890","5,349",0,0,0,0,0,0,"9,774","15,557","5,864","6,897","4,123","4,615",0,0,0,0,0,0,"17,473","28,258","14,853","8,781","9,293","7,252",0,0,0,0,0,0,"21,185","14,335","8,495","7,541","12,202","7,068"
161,¼èÀçµÎ·ç¹Ì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,½Ãº£¸®¾ÆÈòµÎ·ç¹Ì,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Ä³³ª´ÙµÎ·ç¹Ì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,ÀçµÎ·ç¹Ì,0,359,323,398,417,182,0,0,0,0,0,0,79,153,401,509,215,187,0,0,0,0,0,0,15,288,464,824,281,246,0,0,0,0,0,0,1,449,470,939,929,81,0,0,0,0,0,0,20,581,929,"1,257","1,765","1,039"
165,°ËÀº¸ñµÎ·ç¹Ì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,ÈæµÎ·ç¹Ì,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,183,0,0,0,0
167,µÎ·ç¹Ì,0,6,312,281,339,11,0,0,0,0,0,0,0,0,405,451,30,0,0,0,0,0,0,0,0,6,483,435,27,0,0,0,0,0,0,0,0,18,243,554,476,6,0,0,0,0,0,0,0,15,633,455,661,62
168,¼¼°¡¶ô¸ÞÃß¶ó±â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,°ËÀº¸Ó¸®¹°¶¼»õ,142,0,0,1,22,54,0,0,0,0,0,0,0,0,0,25,2,11,0,0,0,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,4,0,0,0,10,25,0,0,0,0,0,0,158,22,0,42,45,47
170,Àå´Ù¸®¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0
171,µÞºÎ¸®Àå´Ù¸®¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,´ó±â¹°¶¼»õ,15,2,9,9,1,4,0,0,0,0,0,0,0,0,1,6,19,30,0,0,0,0,0,0,0,0,7,7,0,8,0,0,0,0,0,0,0,114,13,1,16,8,0,0,0,0,0,0,0,0,6,21,10,2
173,¹Î´ó±â¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,°ËÀº°¡½¿¹°¶¼»õ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,°³²æ,308,0,193,0,226,116,0,0,0,0,0,0,33,0,182,417,104,3,0,0,0,0,0,0,12,109,589,737,7,0,0,0,0,0,0,0,18,180,915,715,272,0,0,0,0,0,0,0,"1,508","1,701",490,"1,106",449,378
176,ÈòÁ×Áö²¿¸¶¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Èò¸ñ¹°¶¼»õ,13,28,15,24,19,12,0,0,0,0,0,0,11,5,16,15,18,13,0,0,0,0,0,0,9,6,4,5,8,3,0,0,0,0,0,0,11,56,38,26,23,11,0,0,0,0,0,0,22,53,34,36,34,30
178,²¿¸¶¹°¶¼»õ,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,85
179,Èò¹°¶¼»õ,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,239,0,0,0,0,0,0,680,89,0,6,0,150
180,¿Õ´«¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,5,0,0,0,0
181,Å«¿Õ´«¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
182,Å«¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Èò´«½ç¹°¶¼»õ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,È£»çµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,¹°²æ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,¸äµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,²¿¸¶µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Ã»µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Å«²¦µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,¹Ù´Ã²¿¸®µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,²¦µµ¿ä»çÃÌ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,²¦µµ¿ä,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,5,0,0,0,0,0,0,0,3,1,0,0,3,0
193,±äºÎ¸®µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Å«ºÎ¸®µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Èæ²¿¸®µµ¿ä,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
196,Å«µÞºÎ¸®µµ¿ä,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,59,0,0,0,0,0,0,0,0,0,0,289,213,0,0,0,0
197,¼èºÎ¸®µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,ÁßºÎ¸®µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0
199,¸¶µµ¿ä,406,310,1010,1788,1033,1374,0,0,0,0,0,0,0,0,"1,587","1,040",0,155,0,0,0,0,0,0,0,32,"1,320","1,732",760,"1,112",0,0,0,0,0,0,8,"3,763","3,158","1,703",35,"2,027",0,0,0,0,0,0,"5,003","2,229","4,186","2,173","1,790",984
200,¾Ë¶ô²¿¸®¸¶µµ¿ä,21,0,0,0,0,118,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,62,39,113,0,0,145,0,0,0,0,0,0,421,134,3,0,19,253
201,ÇÐµµ¿ä,0,8,0,0,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,18
202,ºÓÀº¹ßµµ¿ä,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
203,¼èÃ»´Ù¸®µµ¿ä,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
204,Ã»´Ù¸®µµ¿ä,42,9,15,1,0,0,0,0,0,0,0,0,44,2,0,0,0,9,0,0,0,0,0,0,22,0,37,0,0,0,0,0,0,0,0,0,19,139,196,42,0,322,0,0,0,0,0,0,509,439,12,0,0,8
205,Ã»´Ù¸®µµ¿ä»çÃÌ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Å«³ë¶û¹ßµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,»à»àµµ¿ä,20,20,40,36,19,10,0,0,0,0,0,0,31,3,10,17,22,24,0,0,0,0,0,0,18,13,16,27,13,9,0,0,0,0,0,0,29,68,47,24,22,16,0,0,0,0,0,0,25,45,19,45,30,19
208,¾Ë¶ôµµ¿ä,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0
209,µÞºÎ¸®µµ¿ä,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,7,0,622,0,0
210,±õÀÛµµ¿ä,9,10,9,7,5,7,0,0,0,0,0,0,12,3,11,12,9,7,0,0,0,0,0,0,16,6,0,2,17,21,0,0,0,0,0,0,38,18,4,3,3,6,0,0,0,0,0,0,23,16,5,5,4,13
211,³ë¶û¹ßµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,²¿±îµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
213,ºÓÀº¾î±úµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,921",329,0,0,0,0
214,ºÓÀº°¡½¿µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,¼¼°¡¶ôµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
216,Á»µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,650,341,0,0,0,90
217,ÀÛÀºµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Èò²¿¸®Á»µµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Á¾´Þµµ¿ä,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
